FROM_STOP_ID,TO_STOP_ID,TRAVEL_TIME
STP69964,STP67306,473
STP69964,STP67469,158
STP69964,STP67588,155
STP69964,STP67689,483
STP69964,STP67850,17
STP69964,STP67867,481
STP69964,STP67872,34
STP69964,STP67962,501
STP69964,STP68012,473
STP69964,STP68071,24
STP69964,STP68310,490
STP69964,STP68366,483
STP69964,STP68418,137
STP69964,STP68482,28
STP69964,STP68587,507
STP69964,STP68664,26
STP69964,STP68791,26
STP69964,STP68814,35
STP69964,STP68816,146
STP69964,STP68819,492
STP69964,STP68855,144
STP69964,STP68973,22
STP69964,STP69025,143
STP69964,STP69112,31
STP69964,STP69122,151
STP69964,STP69214,487
STP69964,STP69217,510
STP69964,STP69242,501
STP69964,STP69244,32
STP69964,STP69273,508
STP69964,STP69281,139
STP69964,STP69288,31
STP69964,STP69307,128
STP69964,STP69310,481
STP69964,STP69339,491
STP69964,STP69342,145
STP69964,STP69343,502
STP69964,STP69350,25
STP69964,STP69424,497
STP69964,STP69459,149
STP69964,STP69504,36
STP69964,STP69538,484
STP69964,STP69545,478
STP69964,STP69566,501
STP69964,STP69567,21
STP69964,STP69584,497
STP69964,STP69593,33
STP69964,STP69598,504
STP69964,STP69604,504
STP69964,STP69612,506
STP69964,STP69621,479
STP69964,STP69625,511
STP69964,STP69650,497
STP69964,STP69661,507
STP69964,STP69664,135
STP69964,STP69668,26
STP69964,STP69677,149
STP69964,STP69710,31
STP69964,STP69715,492
STP69964,STP69759,142
STP69964,STP69795,492
STP69964,STP69799,502
STP69964,STP69824,19
STP69964,STP69828,148
STP69964,STP69835,35
STP69964,STP69842,498
STP69964,STP69846,12
STP69964,STP69857,31
STP69964,STP69873,486
STP69964,STP69890,148
STP69964,STP69892,145
STP69964,STP69894,483
STP69964,STP69898,478
STP69964,STP69910,495
STP69964,STP69921,140
STP69964,STP69923,486
STP69964,STP69927,142
STP69964,STP69934,494
STP69964,STP69940,507
STP69964,STP69943,497
STP69964,STP69946,142
STP69964,STP69963,488
STP69964,STP69964,0
STP69964,STP69973,38
STP69964,STP69984,493
STP69964,STP69989,139
STP69964,STP70001,32
STP69964,STP70008,39
STP69964,STP70024,486
STP69964,STP70026,37
STP69964,STP70030,501
STP69964,STP70055,484
STP69964,STP70067,489
STP69964,STP70072,38
STP69964,STP70073,483
STP69964,STP70076,144
STP69964,STP70082,157
STP69964,STP70102,511
STP69964,STP70122,495
STP69964,STP70144,483
STP69964,STP70151,45
STP69964,STP70173,483
STP69964,STP70178,36
STP69964,STP70189,30
STP69964,STP70197,485
STP69964,STP70200,508
STP69964,STP70202,504
STP69964,STP70203,499
STP69964,STP70206,499
STP69964,STP70208,507
STP69964,STP70211,9
STP69964,STP70227,491
STP69964,STP70228,493
STP69964,STP70240,512
STP69964,STP70252,139
STP69964,STP70255,499
STP69964,STP70258,14
STP69964,STP70259,13
STP69964,STP70261,14
STP69964,STP70265,156
STP69964,STP70267,34
STP69964,STP70274,27
STP69964,STP70275,500
STP69964,STP70277,481
STP69964,STP70286,37
STP69964,STP70301,506
STP69964,STP70309,146
STP69964,STP70311,8
STP69964,STP70326,142
STP69964,STP70335,32
STP69964,STP70336,528
STP69964,STP70348,19
STP69964,STP70355,504
STP69964,STP70359,484
STP69964,STP70366,506
STP69964,STP70387,491
STP69964,STP70390,45
STP69964,STP70398,145
STP69964,STP70400,485
STP69964,STP70406,492
STP69964,STP70412,29
STP69964,STP70415,13
STP69964,STP70434,127
STP69964,STP70446,24
STP69964,STP70451,493
STP69964,STP70488,146
STP69964,STP70489,31
STP69964,STP70495,134
STP69964,STP70498,13
STP69964,STP70501,149
STP69964,STP70503,33
STP69964,STP70506,496
STP69964,STP70513,27
STP69964,STP70525,503
STP69964,STP70529,32
STP69964,STP70533,25
STP69964,STP70535,480
STP69964,STP70539,483
STP69964,STP70565,491
STP69964,STP70566,490
STP69964,STP70573,479
STP69964,STP70598,507
STP69964,STP70611,24
STP69964,STP70628,33
STP69964,STP70644,34
STP69964,STP70664,496
STP69964,STP70674,484
STP69964,STP70679,10
STP69964,STP70687,134
STP69964,STP70693,11
STP69964,STP70728,497
STP69973,DEP10001,24
STP69973,DEP10022,512
STP69973,DEP25005,490
STP69973,DEP35024,145
STP69973,DEP45024,24
STP69973,DEP50002,145
STP69973,STP62369,476
STP69973,STP62829,151
STP69973,STP63844,483
STP69973,STP63889,498
STP69973,STP64338,152
STP69973,STP64718,487
STP69973,STP65581,2
STP69973,STP65701,491
STP69973,STP66082,497
STP69973,STP66121,166
STP69973,STP66273,149
STP69973,STP66307,40
STP69973,STP66419,489
STP69973,STP66572,150
STP69973,STP66649,474
STP69973,STP66756,499
STP69973,STP67121,155
STP69973,STP67261,46
STP69973,STP67306,472
STP69973,STP67469,165
STP69973,STP67588,161
STP69973,STP67689,482
STP69973,STP67850,23
STP69973,STP67867,480
STP69973,STP67872,31
STP69973,STP67962,500
STP69973,STP68012,473
STP69973,STP68071,36
STP69973,STP68310,490
STP69973,STP68366,483
STP69973,STP68418,143
STP69973,STP68482,24
STP69973,STP68587,506
STP69973,STP68664,27
STP69973,STP68791,16
STP69973,STP68814,18
STP69973,STP68816,152
STP69973,STP68819,492
STP69973,STP68855,150
STP69973,STP68973,23
STP69973,STP69025,149
STP69973,STP69112,26
STP69973,STP69122,157
STP69973,STP69214,486
STP69973,STP69217,510
STP69973,STP69242,500
STP69973,STP69244,22
STP69973,STP69273,508
STP69973,STP69281,146
STP69973,STP69288,23
STP69973,STP69307,135
STP69973,STP69310,480
STP69973,STP69339,490
STP69973,STP69342,151
STP69973,STP69343,501
STP69973,STP69350,30
STP69973,STP69424,496
STP69973,STP69459,155
STP69973,STP69504,8
STP69973,STP69538,483
STP69973,STP69545,478
STP69973,STP69566,500
STP69973,STP69567,27
STP69973,STP69584,496
STP69973,STP69593,25
STP69973,STP69598,504
STP69973,STP69604,503
STP69973,STP69612,506
STP69973,STP69621,479
STP69973,STP69625,511
STP69973,STP69650,497
STP69973,STP69661,507
STP69973,STP69664,142
STP69973,STP69668,17
STP69973,STP69677,155
STP69973,STP69710,26
STP69973,STP69715,492
STP69973,STP69759,149
STP69973,STP69795,491
STP69973,STP69799,502
STP69973,STP69824,25
STP69973,STP69828,155
STP69973,STP69835,21
STP69973,STP69842,498
STP69973,STP69846,29
STP69973,STP69857,26
STP69973,STP69873,485
STP69973,STP69890,154
STP69973,STP69892,152
STP69973,STP69894,483
STP69973,STP69898,477
STP69973,STP69910,494
STP69973,STP69921,147
STP69973,STP69923,485
STP69973,STP69927,148
STP69973,STP69934,494
STP69973,STP69940,506
STP69973,STP69943,496
STP69973,STP69946,148
STP69973,STP69963,488
STP69973,STP69964,37
STP69973,STP69973,0
STP69973,STP69984,492
STP69973,STP69989,145
STP69973,STP70001,28
STP69973,STP70008,39
STP69973,STP70024,485
STP69973,STP70026,35
STP69973,STP70030,500
STP69973,STP70055,483
STP69973,STP70067,489
STP69973,STP70072,37
STP69973,STP70073,483
STP69973,STP70076,151
STP69973,STP70082,164
STP69973,STP70102,511
STP69973,STP70122,495
STP69973,STP70144,482
STP69973,STP70151,30
STP69973,STP70173,482
STP69973,STP70178,22
STP69973,STP70189,26
STP69973,STP70197,484
STP69973,STP70200,507
STP69973,STP70202,503
STP69973,STP70203,498
STP69973,STP70206,499
STP69973,STP70208,506
STP69973,STP70211,33
STP69973,STP70227,490
STP69973,STP70228,492
STP69973,STP70240,511
STP69973,STP70252,146
STP69973,STP70255,498
STP69973,STP70258,24
STP69973,STP70259,25
STP69973,STP70261,24
STP69973,STP70265,162
STP69973,STP70267,16
STP69973,STP70274,23
STP69973,STP70275,499
STP69973,STP70277,481
STP69973,STP70286,28
STP69973,STP70301,505
STP69973,STP70309,152
STP69973,STP70311,31
STP69973,STP70326,149
STP69973,STP70335,24
STP69973,STP70336,527
STP69973,STP70348,26
STP69973,STP70355,503
STP69973,STP70359,483
STP69973,STP70366,506
STP69973,STP70387,490
STP69973,STP70390,40
STP69973,STP70398,149
STP69973,STP70400,485
STP69973,STP70406,491
STP69973,STP70412,36
STP69973,STP70415,29
STP69973,STP70434,133
STP69973,STP70446,26
STP69973,STP70451,493
STP69973,STP70488,152
STP69973,STP70489,26
STP69973,STP70495,141
STP69973,STP70498,26
STP69973,STP70501,155
STP69973,STP70503,39
STP69973,STP70506,496
STP69973,STP70513,30
STP69973,STP70525,502
STP69973,STP70529,22
STP69973,STP70533,30
STP69973,STP70535,479
STP69973,STP70539,483
STP69973,STP70565,490
STP69973,STP70566,490
STP69973,STP70573,478
STP69973,STP70598,506
STP69973,STP70611,21
STP69973,STP70628,7
STP69973,STP70644,27
STP69973,STP70664,496
STP69973,STP70674,484
STP69973,STP70679,32
STP69973,STP70687,140
STP69973,STP70693,31
STP69973,STP70728,496
STP69984,DEP10001,490
STP69984,DEP10022,36
STP69984,DEP25005,7
STP69984,DEP35024,433
STP69984,DEP45024,490
STP69984,DEP50002,433
STP69984,STP62369,25
STP69984,STP62829,441
STP69984,STP63844,34
STP69984,STP63889,15
STP69984,STP64338,440
STP69984,STP64718,23
STP69984,STP65581,484
STP69984,STP65701,10
STP69984,STP66082,31
STP69984,STP66121,435
STP69984,STP66273,425
STP69984,STP66307,486
STP69984,STP66419,13
STP69984,STP66572,447
STP69984,STP66649,25
STP69984,STP66756,22
STP69984,STP67121,412
STP69984,STP67261,506
STP69984,STP67306,27
STP69984,STP67469,437
STP69984,STP67588,428
STP69984,STP67689,19
STP69984,STP67850,468
STP69984,STP67867,20
STP69984,STP67872,495
STP69984,STP67962,36
STP69984,STP68012,25
STP69984,STP68071,488
STP69984,STP68310,23
STP69984,STP68366,19
STP69984,STP68418,433
STP69984,STP68482,485
STP69984,STP68587,32
STP69984,STP68664,487
STP69984,STP68791,475
STP69984,STP68814,486
STP69984,STP68816,442
STP69984,STP68819,38
STP69984,STP68855,443
STP69984,STP68973,480
STP69984,STP69025,438
STP69984,STP69112,492
STP69984,STP69122,422
STP69984,STP69214,9
STP69984,STP69217,47
STP69984,STP69242,37
STP69984,STP69244,484
STP69984,STP69273,34
STP69984,STP69281,433
STP69984,STP69288,489
STP69984,STP69307,424
STP69984,STP69310,18
STP69984,STP69339,24
STP69984,STP69342,416
STP69984,STP69343,35
STP69984,STP69350,486
STP69984,STP69424,31
STP69984,STP69459,441
STP69984,STP69504,482
STP69984,STP69538,25
STP69984,STP69545,23
STP69984,STP69566,30
STP69984,STP69567,482
STP69984,STP69584,31
STP69984,STP69593,491
STP69984,STP69598,28
STP69984,STP69604,40
STP69984,STP69612,42
STP69984,STP69621,32
STP69984,STP69625,26
STP69984,STP69650,18
STP69984,STP69661,24
STP69984,STP69664,421
STP69984,STP69668,478
STP69984,STP69677,425
STP69984,STP69710,492
STP69984,STP69715,25
STP69984,STP69759,428
STP69984,STP69795,4
STP69984,STP69799,25
STP69984,STP69824,477
STP69984,STP69828,443
STP69984,STP69835,487
STP69984,STP69842,30
STP69984,STP69846,478
STP69984,STP69857,492
STP69984,STP69873,20
STP69984,STP69890,419
STP69984,STP69892,443
STP69984,STP69894,25
STP69984,STP69898,22
STP69984,STP69910,40
STP69984,STP69921,412
STP69984,STP69923,10
STP69984,STP69927,432
STP69984,STP69934,42
STP69984,STP69940,28
STP69984,STP69943,20
STP69984,STP69946,413
STP69984,STP69963,10
STP69984,STP69964,483
STP69984,STP69973,485
STP69984,STP69984,0
STP69984,STP69989,431
STP69984,STP70001,494
STP69984,STP70008,500
STP69984,STP70024,22
STP69984,STP70026,499
STP69984,STP70030,24
STP69984,STP70055,20
STP69984,STP70067,12
STP69984,STP70072,499
STP69984,STP70073,19
STP69984,STP70076,440
STP69984,STP70082,440
STP69984,STP70102,26
STP69984,STP70122,46
STP69984,STP70144,20
STP69984,STP70151,496
STP69984,STP70173,19
STP69984,STP70178,487
STP69984,STP70189,487
STP69984,STP70197,15
STP69984,STP70200,37
STP69984,STP70202,18
STP69984,STP70203,26
STP69984,STP70206,29
STP69984,STP70208,43
STP69984,STP70211,480
STP69984,STP70227,29
STP69984,STP70228,17
STP69984,STP70240,41
STP69984,STP70252,429
STP69984,STP70255,29
STP69984,STP70258,473
STP69984,STP70259,472
STP69984,STP70261,473
STP69984,STP70265,441
STP69984,STP70267,485
STP69984,STP70274,485
STP69984,STP70275,34
STP69984,STP70277,20
STP69984,STP70286,494
STP69984,STP70301,36
STP69984,STP70309,417
STP69984,STP70311,477
STP69984,STP70326,424
STP69984,STP70335,490
STP69984,STP70336,53
STP69984,STP70348,472
STP69984,STP70355,32
STP69984,STP70359,16
STP69984,STP70366,28
STP69984,STP70387,4
STP69984,STP70390,506
STP69984,STP70398,446
STP69984,STP70400,16
STP69984,STP70406,27
STP69984,STP70412,491
STP69984,STP70415,479
STP69984,STP70434,426
STP69984,STP70446,485
STP69984,STP70451,7
STP69984,STP70488,442
STP69984,STP70489,488
STP69984,STP70495,419
STP69984,STP70498,472
STP69984,STP70501,420
STP69984,STP70503,494
STP69984,STP70506,17
STP69984,STP70513,489
STP69984,STP70525,37
STP69984,STP70529,484
STP69984,STP70533,486
STP69984,STP70535,20
STP69984,STP70539,24
STP69984,STP70565,46
STP69984,STP70566,8
STP69984,STP70573,20
STP69984,STP70598,45
STP69984,STP70611,473
STP69984,STP70628,480
STP69984,STP70644,493
STP69984,STP70664,17
STP69984,STP70674,20
STP69984,STP70679,479
STP69984,STP70687,419
STP69984,STP70693,479
STP69984,STP70728,31
STP69989,DEP10001,133
STP69989,DEP10022,464
STP69989,DEP25005,442
STP69989,DEP35024,22
STP69989,DEP45024,133
STP69989,DEP50002,22
STP69989,STP62369,428
STP69989,STP62829,21
STP69989,STP63844,435
STP69989,STP63889,446
STP69989,STP64338,22
STP69989,STP64718,439
STP69989,STP65581,145
STP69989,STP65701,439
STP69989,STP66082,449
STP69989,STP66121,28
STP69989,STP66273,5
STP69989,STP66307,242
STP69989,STP66419,441
STP69989,STP66572,27
STP69989,STP66649,425
STP69989,STP66756,450
STP69989,STP67121,30
STP69989,STP67261,126
STP69989,STP67306,424
STP69989,STP67469,27
STP69989,STP67588,31
STP69989,STP67689,434
STP69989,STP67850,139
STP69989,STP67867,432
STP69989,STP67872,136
STP69989,STP67962,452
STP69989,STP68012,424
STP69989,STP68071,123
STP69989,STP68310,441
STP69989,STP68366,435
STP69989,STP68418,12
STP69989,STP68482,130
STP69989,STP68587,458
STP69989,STP68664,128
STP69989,STP68791,135
STP69989,STP68814,143
STP69989,STP68816,22
STP69989,STP68819,443
STP69989,STP68855,23
STP69989,STP68973,129
STP69989,STP69025,19
STP69989,STP69112,133
STP69989,STP69122,25
STP69989,STP69214,438
STP69989,STP69217,462
STP69989,STP69242,452
STP69989,STP69244,136
STP69989,STP69273,459
STP69989,STP69281,2
STP69989,STP69288,133
STP69989,STP69307,15
STP69989,STP69310,432
STP69989,STP69339,442
STP69989,STP69342,18
STP69989,STP69343,453
STP69989,STP69350,124
STP69989,STP69424,448
STP69989,STP69459,23
STP69989,STP69504,144
STP69989,STP69538,435
STP69989,STP69545,429
STP69989,STP69566,452
STP69989,STP69567,126
STP69989,STP69584,448
STP69989,STP69593,135
STP69989,STP69598,456
STP69989,STP69604,455
STP69989,STP69612,458
STP69989,STP69621,431
STP69989,STP69625,459
STP69989,STP69650,449
STP69989,STP69661,456
STP69989,STP69664,19
STP69989,STP69668,135
STP69989,STP69677,19
STP69989,STP69710,133
STP69989,STP69715,444
STP69989,STP69759,6
STP69989,STP69795,443
STP69989,STP69799,453
STP69989,STP69824,133
STP69989,STP69828,23
STP69989,STP69835,137
STP69989,STP69842,449
STP69989,STP69846,132
STP69989,STP69857,133
STP69989,STP69873,437
STP69989,STP69890,21
STP69989,STP69892,23
STP69989,STP69894,435
STP69989,STP69898,429
STP69989,STP69910,446
STP69989,STP69921,25
STP69989,STP69923,437
STP69989,STP69927,11
STP69989,STP69934,445
STP69989,STP69940,458
STP69989,STP69943,448
STP69989,STP69946,21
STP69989,STP69963,440
STP69989,STP69964,139
STP69989,STP69973,146
STP69989,STP69984,445
STP69989,STP69989,0
STP69989,STP70001,135
STP69989,STP70008,134
STP69989,STP70024,431
STP69989,STP70026,134
STP69989,STP70030,452
STP69989,STP70055,435
STP69989,STP70067,441
STP69989,STP70072,134
STP69989,STP70073,434
STP69989,STP70076,20
STP69989,STP70082,26
STP69989,STP70102,460
STP69989,STP70122,447
STP69989,STP70144,434
STP69989,STP70151,153
STP69989,STP70173,434
STP69989,STP70178,138
STP69989,STP70189,134
STP69989,STP70197,436
STP69989,STP70200,459
STP69989,STP70202,449
STP69989,STP70203,449
STP69989,STP70206,450
STP69989,STP70208,458
STP69989,STP70211,136
STP69989,STP70227,442
STP69989,STP70228,444
STP69989,STP70240,458
STP69989,STP70252,3
STP69989,STP70255,456
STP69989,STP70258,133
STP69989,STP70259,134
STP69989,STP70261,133
STP69989,STP70265,24
STP69989,STP70267,142
STP69989,STP70274,131
STP69989,STP70275,451
STP69989,STP70277,432
STP69989,STP70286,139
STP69989,STP70301,457
STP69989,STP70309,18
STP69989,STP70311,140
STP69989,STP70326,15
STP69989,STP70335,134
STP69989,STP70336,479
STP69989,STP70348,138
STP69989,STP70355,455
STP69989,STP70359,435
STP69989,STP70366,458
STP69989,STP70387,442
STP69989,STP70390,147
STP69989,STP70398,26
STP69989,STP70400,436
STP69989,STP70406,443
STP69989,STP70412,123
STP69989,STP70415,133
STP69989,STP70434,19
STP69989,STP70446,126
STP69989,STP70451,441
STP69989,STP70488,23
STP69989,STP70489,133
STP69989,STP70495,20
STP69989,STP70498,135
STP69989,STP70501,25
STP69989,STP70503,117
STP69989,STP70506,448
STP69989,STP70513,129
STP69989,STP70525,454
STP69989,STP70529,136
STP69989,STP70533,124
STP69989,STP70535,431
STP69989,STP70539,435
STP69989,STP70565,442
STP69989,STP70566,442
STP69989,STP70573,430
STP69989,STP70598,458
STP69989,STP70611,138
STP69989,STP70628,142
STP69989,STP70644,136
STP69989,STP70664,448
STP69989,STP70674,436
STP69989,STP70679,135
STP69989,STP70687,17
STP69989,STP70693,133
STP69989,STP70728,448
STP70001,DEP10001,7
STP70001,DEP10022,521
STP70001,DEP25005,500
STP70001,DEP35024,134
STP70001,DEP45024,7
STP70001,DEP50002,134
STP70001,STP62369,486
STP70001,STP62829,140
STP70001,STP63844,492
STP70001,STP63889,507
STP70001,STP64338,141
STP70001,STP64718,496
STP70001,STP65581,27
STP70001,STP65701,501
STP70001,STP66082,506
STP70001,STP66121,155
STP70001,STP66273,138
STP70001,STP66307,50
STP70001,STP66419,499
STP70001,STP66572,141
STP70001,STP66649,483
STP70001,STP66756,508
STP70001,STP67121,144
STP70001,STP67261,22
STP70001,STP67306,482
STP70001,STP67469,153
STP70001,STP67588,150
STP70001,STP67689,491
STP70001,STP67850,31
STP70001,STP67867,490
STP70001,STP67872,10
STP70001,STP67962,509
STP70001,STP68012,482
STP70001,STP68071,24
STP70001,STP68310,499
STP70001,STP68366,492
STP70001,STP68418,132
STP70001,STP68482,16
STP70001,STP68587,515
STP70001,STP68664,12
STP70001,STP68791,22
STP70001,STP68814,19
STP70001,STP68816,141
STP70001,STP68819,501
STP70001,STP68855,139
STP70001,STP68973,21
STP70001,STP69025,138
STP70001,STP69112,9
STP70001,STP69122,146
STP70001,STP69214,496
STP70001,STP69217,519
STP70001,STP69242,510
STP70001,STP69244,18
STP70001,STP69273,517
STP70001,STP69281,134
STP70001,STP69288,9
STP70001,STP69307,123
STP70001,STP69310,490
STP70001,STP69339,500
STP70001,STP69342,140
STP70001,STP69343,510
STP70001,STP69350,16
STP70001,STP69424,506
STP70001,STP69459,144
STP70001,STP69504,27
STP70001,STP69538,493
STP70001,STP69545,487
STP70001,STP69566,510
STP70001,STP69567,18
STP70001,STP69584,506
STP70001,STP69593,11
STP70001,STP69598,513
STP70001,STP69604,513
STP70001,STP69612,515
STP70001,STP69621,488
STP70001,STP69625,520
STP70001,STP69650,506
STP70001,STP69661,516
STP70001,STP69664,130
STP70001,STP69668,22
STP70001,STP69677,144
STP70001,STP69710,9
STP70001,STP69715,501
STP70001,STP69759,137
STP70001,STP69795,501
STP70001,STP69799,511
STP70001,STP69824,25
STP70001,STP69828,143
STP70001,STP69835,13
STP70001,STP69842,507
STP70001,STP69846,25
STP70001,STP69857,6
STP70001,STP69873,495
STP70001,STP69890,143
STP70001,STP69892,140
STP70001,STP69894,492
STP70001,STP69898,487
STP70001,STP69910,504
STP70001,STP69921,135
STP70001,STP69923,495
STP70001,STP69927,137
STP70001,STP69934,503
STP70001,STP69940,516
STP70001,STP69943,506
STP70001,STP69946,137
STP70001,STP69963,497
STP70001,STP69964,31
STP70001,STP69973,26
STP70001,STP69984,502
STP70001,STP69989,134
STP70001,STP70001,0
STP70001,STP70008,18
STP70001,STP70024,495
STP70001,STP70026,13
STP70001,STP70030,509
STP70001,STP70055,493
STP70001,STP70067,498
STP70001,STP70072,16
STP70001,STP70073,492
STP70001,STP70076,139
STP70001,STP70082,152
STP70001,STP70102,520
STP70001,STP70122,504
STP70001,STP70144,492
STP70001,STP70151,23
STP70001,STP70173,492
STP70001,STP70178,13
STP70001,STP70189,15
STP70001,STP70197,494
STP70001,STP70200,517
STP70001,STP70202,513
STP70001,STP70203,508
STP70001,STP70206,508
STP70001,STP70208,516
STP70001,STP70211,28
STP70001,STP70227,500
STP70001,STP70228,502
STP70001,STP70240,521
STP70001,STP70252,134
STP70001,STP70255,508
STP70001,STP70258,25
STP70001,STP70259,26
STP70001,STP70261,25
STP70001,STP70265,151
STP70001,STP70267,18
STP70001,STP70274,17
STP70001,STP70275,509
STP70001,STP70277,490
STP70001,STP70286,8
STP70001,STP70301,515
STP70001,STP70309,141
STP70001,STP70311,31
STP70001,STP70326,137
STP70001,STP70335,11
STP70001,STP70336,537
STP70001,STP70348,30
STP70001,STP70355,512
STP70001,STP70359,493
STP70001,STP70366,515
STP70001,STP70387,500
STP70001,STP70390,16
STP70001,STP70398,140
STP70001,STP70400,494
STP70001,STP70406,501
STP70001,STP70412,22
STP70001,STP70415,25
STP70001,STP70434,122
STP70001,STP70446,14
STP70001,STP70451,502
STP70001,STP70488,141
STP70001,STP70489,13
STP70001,STP70495,129
STP70001,STP70498,27
STP70001,STP70501,144
STP70001,STP70503,28
STP70001,STP70506,505
STP70001,STP70513,17
STP70001,STP70525,512
STP70001,STP70529,18
STP70001,STP70533,16
STP70001,STP70535,489
STP70001,STP70539,492
STP70001,STP70565,500
STP70001,STP70566,499
STP70001,STP70573,488
STP70001,STP70598,516
STP70001,STP70611,27
STP70001,STP70628,24
STP70001,STP70644,6
STP70001,STP70664,505
STP70001,STP70674,493
STP70001,STP70679,27
STP70001,STP70687,129
STP70001,STP70693,25
STP70001,STP70728,506
STP70008,DEP10001,18
STP70008,DEP10022,529
STP70008,DEP25005,508
STP70008,DEP35024,133
STP70008,DEP45024,18
STP70008,DEP50002,133
STP70008,STP62369,493
STP70008,STP62829,139
STP70008,STP63844,500
STP70008,STP63889,515
STP70008,STP64338,140
STP70008,STP64718,504
STP70008,STP65581,38
STP70008,STP65701,509
STP70008,STP66082,514
STP70008,STP66121,154
STP70008,STP66273,137
STP70008,STP66307,57
STP70008,STP66419,506
STP70008,STP66572,140
STP70008,STP66649,491
STP70008,STP66756,516
STP70008,STP67121,143
STP70008,STP67261,13
STP70008,STP67306,489
STP70008,STP67469,152
STP70008,STP67588,149
STP70008,STP67689,499
STP70008,STP67850,37
STP70008,STP67867,497
STP70008,STP67872,11
STP70008,STP67962,517
STP70008,STP68012,490
STP70008,STP68071,25
STP70008,STP68310,507
STP70008,STP68366,500
STP70008,STP68418,131
STP70008,STP68482,23
STP70008,STP68587,523
STP70008,STP68664,19
STP70008,STP68791,33
STP70008,STP68814,31
STP70008,STP68816,139
STP70008,STP68819,509
STP70008,STP68855,138
STP70008,STP68973,28
STP70008,STP69025,137
STP70008,STP69112,16
STP70008,STP69122,145
STP70008,STP69214,503
STP70008,STP69217,527
STP70008,STP69242,517
STP70008,STP69244,27
STP70008,STP69273,525
STP70008,STP69281,133
STP70008,STP69288,18
STP70008,STP69307,122
STP70008,STP69310,497
STP70008,STP69339,507
STP70008,STP69342,139
STP70008,STP69343,518
STP70008,STP69350,18
STP70008,STP69424,513
STP70008,STP69459,142
STP70008,STP69504,39
STP70008,STP69538,500
STP70008,STP69545,495
STP70008,STP69566,518
STP70008,STP69567,24
STP70008,STP69584,513
STP70008,STP69593,20
STP70008,STP69598,521
STP70008,STP69604,520
STP70008,STP69612,523
STP70008,STP69621,496
STP70008,STP69625,528
STP70008,STP69650,514
STP70008,STP69661,524
STP70008,STP69664,129
STP70008,STP69668,28
STP70008,STP69677,143
STP70008,STP69710,16
STP70008,STP69715,509
STP70008,STP69759,136
STP70008,STP69795,508
STP70008,STP69799,519
STP70008,STP69824,32
STP70008,STP69828,142
STP70008,STP69835,22
STP70008,STP69842,515
STP70008,STP69846,31
STP70008,STP69857,21
STP70008,STP69873,502
STP70008,STP69890,142
STP70008,STP69892,139
STP70008,STP69894,500
STP70008,STP69898,494
STP70008,STP69910,511
STP70008,STP69921,134
STP70008,STP69923,503
STP70008,STP69927,136
STP70008,STP69934,511
STP70008,STP69940,523
STP70008,STP69943,513
STP70008,STP69946,136
STP70008,STP69963,505
STP70008,STP69964,38
STP70008,STP69973,38
STP70008,STP69984,510
STP70008,STP69989,133
STP70008,STP70001,18
STP70008,STP70008,0
STP70008,STP70024,502
STP70008,STP70026,7
STP70008,STP70030,517
STP70008,STP70055,500
STP70008,STP70067,506
STP70008,STP70072,5
STP70008,STP70073,500
STP70008,STP70076,138
STP70008,STP70082,151
STP70008,STP70102,528
STP70008,STP70122,512
STP70008,STP70144,500
STP70008,STP70151,34
STP70008,STP70173,500
STP70008,STP70178,26
STP70008,STP70189,23
STP70008,STP70197,502
STP70008,STP70200,524
STP70008,STP70202,520
STP70008,STP70203,515
STP70008,STP70206,516
STP70008,STP70208,523
STP70008,STP70211,35
STP70008,STP70227,507
STP70008,STP70228,509
STP70008,STP70240,528
STP70008,STP70252,133
STP70008,STP70255,515
STP70008,STP70258,32
STP70008,STP70259,33
STP70008,STP70261,32
STP70008,STP70265,150
STP70008,STP70267,30
STP70008,STP70274,24
STP70008,STP70275,516
STP70008,STP70277,498
STP70008,STP70286,24
STP70008,STP70301,522
STP70008,STP70309,140
STP70008,STP70311,38
STP70008,STP70326,136
STP70008,STP70335,20
STP70008,STP70336,544
STP70008,STP70348,37
STP70008,STP70355,520
STP70008,STP70359,500
STP70008,STP70366,523
STP70008,STP70387,507
STP70008,STP70390,24
STP70008,STP70398,139
STP70008,STP70400,502
STP70008,STP70406,508
STP70008,STP70412,16
STP70008,STP70415,31
STP70008,STP70434,120
STP70008,STP70446,21
STP70008,STP70451,510
STP70008,STP70488,140
STP70008,STP70489,21
STP70008,STP70495,128
STP70008,STP70498,34
STP70008,STP70501,143
STP70008,STP70503,21
STP70008,STP70506,513
STP70008,STP70513,20
STP70008,STP70525,519
STP70008,STP70529,27
STP70008,STP70533,18
STP70008,STP70535,496
STP70008,STP70539,500
STP70008,STP70565,507
STP70008,STP70566,507
STP70008,STP70573,496
STP70008,STP70598,523
STP70008,STP70611,37
STP70008,STP70628,36
STP70008,STP70644,22
STP70008,STP70664,513
STP70008,STP70674,501
STP70008,STP70679,34
STP70008,STP70687,128
STP70008,STP70693,32
STP70008,STP70728,513
STP70026,DEP10001,14
STP70026,DEP10022,527
STP70026,DEP25005,506
STP70026,DEP35024,134
STP70026,DEP45024,14
STP70026,DEP50002,134
STP70026,STP62369,492
STP70026,STP62829,140
STP70026,STP63844,498
STP70026,STP63889,513
STP70026,STP64338,141
STP70026,STP64718,502
STP70026,STP65581,35
STP70026,STP65701,507
STP70026,STP66082,512
